"ID","Dia_sem","Mes","Dia_ocor","Hora","Distrito","Preco","Coord"
"1089771","2","8","24","16","BROOKLYN","776779.5918367347","(40.6042811140001, -73.9789771539999)"
"1098344","7","9","26","16","MANHATTAN","1554646.5909090908","(40.7554691460001, -73.98155352)"
"1074289","2","9","14","13","BROOKLYN","782987.7448979592","(40.726278295, -73.945555005)"
"1116024","3","10","13","10","BRONX","807918.918367347","(40.847489162, -73.922749825)"
"972623","2","5","18","20","QUEENS","315149.8461538461","(40.7556565690001, -73.927754369)"
"883435","2","1","5","17","BRONX","70562.5","(40.827663925, -73.8860970919999)"
"949470","5","7","30","10","BROOKLYN","789217.3469387755","(40.6458652100001, -73.9690939939999)"
"1101172","3","11","10","21","QUEENS","357619.8717948718","(40.677605279, -73.82821878)"
"1030351","5","12","3","14","MANHATTAN","1682289.6590909092","(40.7249916110001, -73.982799432)"
"1118640","2","11","23","0","BRONX","98031.25","(40.8614658610001, -73.912173561)"
"961795","6","9","18","11","BRONX","80778.125","(40.881755556, -73.8823555609999)"
"1066179","2","8","17","4","MANHATTAN","1506192.0454545454","(40.7433477800001, -73.9783594789999)"
"805596","5","3","26","23","BROOKLYN","735019.1836734693","(40.6516170420001, -73.975343987)"
"1006313","1","10","11","3","BRONX","807918.918367347","(40.8183276940001, -73.816803764)"
"1020467","3","3","10","20","MANHATTAN","1449397.7272727273","(40.7498232820001, -73.9691143429999)"
"1055300","4","5","20","12","MANHATTAN","1471835.2159090908","(40.7591136360001, -73.9669045369999)"
"1113514","5","6","11","11","BROOKLYN","773386.612244898","(40.641966358, -73.9752430569999)"
"1065256","6","1","30","19","MANHATTAN","1369658.4090909092","(40.8157511860001, -73.9397484149999)"
"1044352","2","3","9","17","BROOKLYN","735019.1836734693","(40.700511239, -73.941540394)"
"1029477","4","4","1","2","BROOKLYN","735071.4285714285","(40.5845719490001, -73.971934128)"
"826486","3","3","31","17","BROOKLYN","735019.1836734693","(40.6735206880001, -73.8938155279999)"
"1013796","5","3","5","2","BRONX","75996.8125","(40.8121694810001, -73.930286823)"
"978451","1","3","15","16","QUEENS","271529.57692307694","(40.775242689, -73.8951336489999)"
"1115735","6","9","11","10","BROOKLYN","782987.7448979592","(40.6315616160001, -73.958728287)"
"1100936","6","10","30","23","BRONX","807918.918367347","(40.886235416, -73.9069944779999)"
"1005118","1","9","13","22","QUEENS","366240.46153846156","(40.745763621, -73.8728407529999)"
"850327","3","7","14","0","BROOKLYN","789217.3469387755","(40.667289951, -73.8603378989999)"
"1114324","3","7","21","21","BROOKLYN","789217.3469387755","(40.64441451, -73.964089476)"
"1042166","6","10","16","2","MANHATTAN","1600241.9318181819","(40.739397142, -74.0072510959999)"
"1097512","5","5","21","15","BRONX","80687.5","(40.847651823, -73.908711075)"
"1106012","4","8","26","7","BROOKLYN","776779.5918367347","(40.6760482700001, -73.956606162)"
"1077919","1","5","24","15","MANHATTAN","1471835.2159090908","(40.78245186, -73.965878269)"
"987445","5","8","27","15","QUEENS","303412.5128205128","(40.7275369640001, -73.920027773)"
"798655","5","1","22","21","BROOKLYN","727974.4897959183","(40.6755713920001, -73.925778983)"
"817073","3","4","21","17","BRONX","77496.875","(40.826284877, -73.9207076339999)"
"1097803","2","10","12","12","MANHATTAN","1600241.9318181819","(40.7593103990001, -73.994706072)"
"1075179","5","5","14","1","MANHATTAN","1471835.2159090908","(40.811211859, -73.9596356119999)"
"1092009","5","6","25","11","MANHATTAN","1557062.2727272727","(40.7558129120001, -73.986400949)"
"1091983","6","8","28","22","BROOKLYN","776779.5918367347","(40.686874045, -73.9135176899999)"
"970827","6","4","24","12","QUEENS","284660.3846153846","(40.738328299, -73.8544766909999)"
"1090913","1","6","21","14","QUEENS","305813.7948717949","(40.7598697550001, -73.8289704119999)"
"1007513","1","10","11","14","BROOKLYN","807918.918367347","(40.6988069810001, -73.936803094)"
"1071957","3","6","2","13","MANHATTAN","1557062.2727272727","(40.8331839430001, -73.941806877)"
"1099283","6","10","30","1","MANHATTAN","1600241.9318181819","(40.7328304330001, -73.98149123)"
"759304","2","11","30","20","BROOKLYN","813043.8571428572","(40.677123201, -73.970763146)"
"1003152","3","11","24","4","BRONX","98031.25","(40.812251288, -73.857967338)"
"952362","7","9","5","0","QUEENS","366240.46153846156","(40.6944944470001, -73.904272438)"
"919305","5","6","18","17","BRONX","80357.8125","(40.8818796580001, -73.917936325)"
"1059683","3","12","15","18","BRONX","94984.375","(40.823090204, -73.90298906)"
"723940","5","4","16","18","BROOKLYN","735071.4285714285","(40.6519989770001, -73.944869621)"
"1102038","6","11","6","17","MANHATTAN","1621056.8181818181","(40.7491188550001, -73.9901413549999)"
"1077179","2","9","28","7","BROOKLYN","782987.7448979592","(40.6511158230001, -73.952517637)"
"870203","5","11","26","8","MANHATTAN","1621056.8181818181","(40.869857634, -73.917560668)"
"837624","4","6","10","13","MANHATTAN","1557062.2727272727","(40.7656176880001, -73.96362342)"
"1094262","7","7","11","0","QUEENS","325513.28205128206","(40.5976987820001, -73.749063286)"
"1053556","2","12","28","1","MANHATTAN","1682289.6590909092","(40.7559588140001, -73.9907286879999)"
"1101913","1","11","22","10","BROOKLYN","813043.8571428572","(40.6458703050001, -73.951952013)"
"1051453","6","5","8","17","QUEENS","315149.8461538461","(40.5945310720001, -73.761868727)"
"1066044","2","8","17","0","MANHATTAN","1506192.0454545454","(40.843643193, -73.9401604769999)"
"824364","3","3","31","3","QUEENS","271529.57692307694","(40.7012739740001, -73.911050181)"
"818885","7","4","25","3","BRONX","77496.875","(40.865438548, -73.867362321)"
"1108884","2","3","23","9","BROOKLYN","735019.1836734693","(40.6151180700001, -73.98194168)"
"1030689","4","4","1","13","MANHATTAN","1557982.8295454546","(40.8118117600001, -73.9383286509999)"
"993258","4","10","7","10","MANHATTAN","1600241.9318181819","(40.7530909020001, -73.997648168)"
"1063272","1","6","28","15","BROOKLYN","773386.612244898","(40.6891557760001, -73.981561046)"
"724887","5","4","16","21","BRONX","77496.875","(40.8926174960001, -73.861202751)"
"1113399","5","6","11","5","QUEENS","305813.7948717949","(40.745842963, -73.880285841)"
"1025280","3","12","1","15","QUEENS","332701.46153846156","(40.733282887, -73.849775323)"
"1024319","3","2","10","23","MANHATTAN","1449851.1363636365","(40.7962137060001, -73.9337887899999)"
"1000970","2","11","16","14","MANHATTAN","1621056.8181818181","(40.8172177330001, -73.953472135)"
"1034571","6","12","4","22","QUEENS","332701.46153846156","(40.7429832920001, -73.8143115619999)"
"836761","1","5","10","2","BRONX","80687.5","(40.8333278920001, -73.864726913)"
"1031883","4","4","1","20","BRONX","77496.875","(40.854667981, -73.86009266)"
"1077064","2","9","28","5","BRONX","80778.125","(40.8324486230001, -73.852738654)"
"955757","7","9","5","19","MANHATTAN","1554646.5909090908","(40.8230562520001, -73.9424227379999)"
"971304","2","5","18","13","MANHATTAN","1471835.2159090908","(40.71498, -74.0017148969999)"
"1047098","2","4","13","20","MANHATTAN","1557982.8295454546","(40.718018016, -73.989853753)"
"982150","5","8","6","3","BROOKLYN","776779.5918367347","(40.719376229, -73.9616717449999)"
"1097258","2","9","21","21","BROOKLYN","782987.7448979592","(40.596448466, -73.9367847409999)"
"960556","7","3","14","9","QUEENS","271529.57692307694","(40.678983939, -73.783170296)"
"1108326","3","3","3","16","QUEENS","271529.57692307694","(40.6671066440001, -73.810820785)"
"1060215","3","12","29","2","MANHATTAN","1682289.6590909092","(40.8645335480001, -73.926620172)"
"1099526","4","10","14","15","MANHATTAN","1600241.9318181819","(40.778805016, -73.9820597789999)"
"796841","5","1","22","13","MANHATTAN","1369658.4090909092","(40.7290820380001, -73.988787701)"
"1083547","2","2","23","16","BROOKLYN","733877.5408163265","(40.672260604, -73.965033402)"
"1024617","3","12","1","10","MANHATTAN","1682289.6590909092","(40.8288510450001, -73.943834191)"
"913544","1","4","26","0","MANHATTAN","1557982.8295454546","(40.805817964, -73.9666140149999)"
"1050930","1","9","27","15","MANHATTAN","1554646.5909090908","(40.8040460070001, -73.9366201029999)"
"1096698","5","5","21","3","BROOKLYN","757306.1224489796","(40.6850259570001, -73.990230152)"
"979766","5","4","9","2","MANHATTAN","1557982.8295454546","(40.799086317, -73.947619211)"
"1068335","4","8","19","11","MANHATTAN","1506192.0454545454","(40.7807097790001, -73.9815248639999)"
"727472","6","5","22","14","MANHATTAN","1471835.2159090908","(40.859200822, -73.922761528)"
"1110395","6","10","23","9","BROOKLYN","807918.918367347","(40.574627929, -73.991970544)"
"1082207","3","7","7","12","BROOKLYN","789217.3469387755","(40.691629414, -73.9117770349999)"
"896421","4","2","11","18","BROOKLYN","733877.5408163265","(40.651206776, -73.941425027)"
"1019949","2","12","7","11","BROOKLYN","823153.0408163265","(40.666221793, -73.949453765)"
"830068","6","6","5","17","MANHATTAN","1557062.2727272727","(40.815669885, -73.936569294)"
"857832","7","8","29","15","BRONX","79593.75","(40.8590609070001, -73.886343373)"
"1097660","4","9","30","1","BRONX","80778.125","(40.818568337, -73.927313946)"
"1108984","2","3","23","12","QUEENS","271529.57692307694","(40.746920721, -73.827603364)"
"949461","5","7","30","8","BROOKLYN","789217.3469387755","(40.668931646, -73.9214498279999)"
"966146","2","1","12","21","BROOKLYN","727974.4897959183","(40.577087228, -73.99135108)"
"885980","4","1","7","14","BRONX","70562.5","(40.844884054, -73.891583044)"
"994027","5","2","12","6","BRONX","74831.25.5","(40.8291593370001, -73.900429112)"
"1033806","2","7","27","10","MANHATTAN","1487719.0909090908","(40.758648813, -73.963713857)"
"750632","3","10","6","21","MANHATTAN","1600241.9318181819","(40.7573798720001, -73.984126607)"
"1076464","5","9","24","19","BRONX","80778.125","(40.8720917970001, -73.903384008)"
"1021439","7","2","7","18","MANHATTAN","1449851.1363636365","(40.870138857, -73.915513844)"
"864825","4","8","5","2","BRONX","79593.75","(40.8574294310001, -73.8999493749999)"
"1014638","7","11","28","15","BROOKLYN","813043.8571428572","(40.6557621740001, -73.9581258539999)"
"1057679","7","2","21","10","BRONX","74831.25.5","(40.8801093590001, -73.907107917)"
"1115968","3","10","13","2","BROOKLYN","807918.918367347","(40.639844757, -73.9651152439999)"
"1023776","4","4","22","21","QUEENS","284660.3846153846","(40.5965418340001, -73.798565286)"
"1086482","3","4","7","3","MANHATTAN","1557982.8295454546","(40.740824511, -73.974260858)"
"1017969","7","12","5","18","MANHATTAN","1682289.6590909092","(40.7887212430001, -73.939996774)"
"1110340","2","4","20","2","QUEENS","284660.3846153846","(40.6922278650001, -73.789275531)"
"1082396","2","12","21","10","QUEENS","332701.46153846156","(40.70524665, -73.815008183)"
"1043956","6","10","16","20","BRONX","807918.918367347","(40.8641816940001, -73.897166238)"
"1033975","6","12","4","19","BROOKLYN","823153.0408163265","(40.6492234090001, -73.920424351)"
"1092791","5","6","25","21","MANHATTAN","1557062.2727272727","(40.8233228450001, -73.949009256)"
"1016673","3","8","4","11","QUEENS","303412.5128205128","(40.762334218, -73.826917308)"
"802877","5","3","26","1","MANHATTAN","1449397.7272727273","(40.8121187130001, -73.955169976)"
"999512","2","11","16","2","MANHATTAN","1621056.8181818181","(40.805364044, -73.9376627629999)"
"979875","4","12","9","21","BROOKLYN","823153.0408163265","(40.6999626520001, -73.986812656)"
"1110898","6","11","13","2","QUEENS","357619.8717948718","(40.748231607, -73.878343479)"
"1103473","4","7","15","20","BROOKLYN","789217.3469387755","(40.6001930890001, -73.993224241)"
"1056520","5","1","1","14","QUEENS","274035.26923076925","(40.7554583610001, -73.809367917)"
"1117313","2","11","2","14","BROOKLYN","813043.8571428572","(40.6670804130001, -73.988055558)"
"1097286","4","9","23","19","MANHATTAN","1554646.5909090908","(40.7705569290001, -73.95252635)"
"1034789","4","10","21","17","BRONX","807918.918367347","(40.8263508470001, -73.906207373)"
"1013111","2","8","3","8","MANHATTAN","1506192.0454545454","(40.752531784, -73.9670774429999)"
"1003418","1","9","13","12","BROOKLYN","782987.7448979592","(40.6524093530001, -73.954336676)"
"931907","5","7","2","20","BRONX","103389.0625","(40.830178109, -73.918527663)"
"1062414","4","6","24","23","BROOKLYN","773386.612244898","(40.715946753, -73.9395211889999)"
"849671","1","7","19","22","MANHATTAN","1487719.0909090908","(40.7906352210001, -73.947459736)"
"1062908","1","6","28","9","BROOKLYN","773386.612244898","(40.6253534300001, -73.982126238)"
"1082950","2","2","23","8","MANHATTAN","1449851.1363636365","(40.8428385010001, -73.939217894)"
"1047615","5","11","5","14","BRONX","98031.25","(40.8235395560001, -73.8988838659999)"
"1085085","1","3","22","20","BRONX","75996.8125","(40.8195940030001, -73.910483773)"
"1084470","6","7","10","12","QUEENS","325513.28205128206","(40.5964629310001, -73.7724664089999)"
"901206","3","3","17","3","QUEENS","271529.57692307694","(40.745506462, -73.884046939)"
"967295","3","9","22","15","BRONX","80778.125","(40.88220104, -73.88318653)"
"979681","6","7","31","14","MANHATTAN","1487719.0909090908","(40.8587617530001, -73.931590022)"
"1029572","6","6","26","0","BROOKLYN","773386.612244898","(40.65462789, -74.004185687)"
"1024152","6","12","18","16","MANHATTAN","1682289.6590909092","(40.7821688820001, -73.9500807109999)"
"1113815","7","6","27","4","BROOKLYN","773386.612244898","(40.6868985200001, -73.975864593)"
"1023048","6","12","18","11","BROOKLYN","823153.0408163265","(40.6594519350001, -73.931206915)"
"855472","6","7","24","6","MANHATTAN","1487719.0909090908","(40.799196819, -73.9330815169999)"
"896697","4","2","11","18","BRONX","74831.25.5","(40.8692245510001, -73.824928896)"
"1013809","5","3","5","6","BRONX","75996.8125","(40.8756221630001, -73.8780272339999)"
"975934","4","11","25","19","BROOKLYN","813043.8571428572","(40.6268231230001, -74.006035626)"
"1088951","2","8","24","2","BROOKLYN","776779.5918367347","(40.688743366, -73.9449834759999)"
"758978","2","11","30","18","QUEENS","357619.8717948718","(40.7340053890001, -73.918648858)"
"1095199","1","3","29","22","QUEENS","271529.57692307694","(40.7033670760001, -73.833367601)"
"942647","4","7","8","15","MANHATTAN","1487719.0909090908","(40.800209825, -73.938364683)"
"1019361","3","3","10","14","STATEN ISLAND","343333.3333333333","(40.5360483260001, -74.149748238)"
"987700","5","8","27","17","BRONX","79593.75","(40.856588801, -73.905571881)"
"820092","7","4","25","13","BROOKLYN","735071.4285714285","(40.6825148790001, -73.9437447139999)"
"1089464","2","8","24","12","MANHATTAN","1506192.0454545454","(40.7128031760001, -74.007446595)"
"904893","5","3","19","7","MANHATTAN","1449397.7272727273","(40.8140936990001, -73.959297888)"
"1098251","7","9","26","15","QUEENS","366240.46153846156","(40.7546814190001, -73.904135415)"
"1070414","5","8","20","12","QUEENS","303412.5128205128","(40.678140356, -73.819160943)"
"1116671","5","10","29","12","QUEENS","389583.8461538461","(40.659264384, -73.765851035)"
"1031568","4","9","16","17","BROOKLYN","782987.7448979592","(40.5944515460001, -73.944611067)"
"1102710","6","11","27","2","BROOKLYN","813043.8571428572","(40.693949709, -73.9247271739999)"
"1109554","7","10","17","20","BROOKLYN","807918.918367347","(40.672818304, -73.894119466)"
"1064243","4","7","29","3","BROOKLYN","789217.3469387755","(40.688872153, -73.9445290319999)"
"867842","4","8","5","18","MANHATTAN","1506192.0454545454","(40.733276458, -74.005074653)"
"847915","1","7","12","13","BROOKLYN","789217.3469387755","(40.6219426650001, -74.009316821)"
"857581","6","7","24","16","BRONX","103389.0625","(40.9016512790001, -73.8407347259999)"
"949809","3","1","13","10","MANHATTAN","1369658.4090909092","(40.7504307680001, -73.989282176)"
"1026854","6","3","20","1","BROOKLYN","735019.1836734693","(40.659412446, -73.950493346)"
"978991","1","3","15","22","QUEENS","271529.57692307694","(40.7475484600001, -73.735914126)"
"859358","7","8","29","23","MANHATTAN","1506192.0454545454","(40.716195914, -73.997490746)"
"1110959","6","11","13","8","MANHATTAN","1621056.8181818181","(40.830238045, -73.945755409)"
"865721","4","8","5","8","MANHATTAN","1506192.0454545454","(40.7492288670001, -74.006775762)"
"1108092","3","3","3","6","BRONX","75996.8125","(40.861513399, -73.9097549209999)"
"1043189","5","4","30","12","QUEENS","284660.3846153846","(40.761267092, -73.928174237)"
"1108697","4","3","4","19","BRONX","75996.8125","(40.8169856480001, -73.8470140709999)"
"1073321","7","9","12","22","BROOKLYN","782987.7448979592","(40.687579708, -73.958351068)"
"1094580","7","7","11","5","MANHATTAN","1487719.0909090908","(40.7359961390001, -73.9894576999999)"
"1089376","3","9","1","18","QUEENS","366240.46153846156","(40.6956478870001, -73.8365747949999)"
"998370","7","2","14","14","MANHATTAN","1449851.1363636365","(40.7199232900001, -73.997072132)"
"1115486","7","8","15","16","QUEENS","303412.5128205128","(40.737691167, -73.852049564)"
"1102112","1","11","22","14","MANHATTAN","1621056.8181818181","(40.834618785, -73.9461348949999)"
"1105608","2","12","14","21","BROOKLYN","823153.0408163265","(40.689027417, -73.9861585519999)"
"1109940","4","4","8","16","QUEENS","284660.3846153846","(40.665362617, -73.7304325059999)"
"1006865","1","1","25","17","BROOKLYN","727974.4897959183","(40.706661384, -73.921596532)"
"1066135","5","2","26","12","MANHATTAN","1449851.1363636365","(40.818166085, -73.95030661)"
"1095649","7","7","11","22","BROOKLYN","789217.3469387755","(40.6262934540001, -74.035791982)"
"1107328","6","10","2","12","QUEENS","389583.8461538461","(40.5628598750001, -73.911245268)"
"1104677","6","8","21","20","QUEENS","303412.5128205128","(40.734750223, -73.884498658)"
"1123265","5","10","22","15","BRONX","807918.918367347","(40.8624113750001, -73.860575277)"
"1020006","3","3","10","16","MANHATTAN","1449397.7272727273","(40.832828153, -73.943870584)"
"1061972","6","3","6","16","MANHATTAN","1449397.7272727273","(40.7468512290001, -73.985724288)"
"1061716","1","1","4","15","STATEN ISLAND","536666.6666666666","(40.621795467, -74.0824240119999)"
"1039281","4","1","28","8","MANHATTAN","1369658.4090909092","(40.730262376, -73.989779727)"
"1091442","6","1","16","17","MANHATTAN","1369658.4090909092","(40.725204241, -73.999723645)"
"1093120","7","2","28","4","BROOKLYN","733877.5408163265","(40.63556405, -73.9691816329999)"
"1102806","4","12","16","8","BROOKLYN","823153.0408163265","(40.6341601990001, -73.913092405)"
"968767","4","1","14","18","BROOKLYN","727974.4897959183","(40.633644648, -73.951060097)"
"967162","3","4","14","10","BROOKLYN","735071.4285714285","(40.620544217, -73.959264616)"
"1093676","7","9","19","0","BROOKLYN","782987.7448979592","(40.6763636850001, -73.933190343)"
"820704","7","4","25","15","MANHATTAN","1557982.8295454546","(40.8238269010001, -73.941200822)"
"989943","1","5","3","1","BRONX","80687.5","(40.852381909, -73.9135157709999)"
"1117049","1","11","1","14","MANHATTAN","1621056.8181818181","(40.7834255700001, -73.949162582)"
"1082146","2","12","21","2","BROOKLYN","823153.0408163265","(40.6684038670001, -73.869286157)"
"962584","6","9","18","14","QUEENS","366240.46153846156","(40.7673542360001, -73.7830594879999)"
"805295","5","3","26","21","QUEENS","271529.57692307694","(40.7256217410001, -73.813728564)"
"1045833","7","10","24","17","BRONX","807918.918367347","(40.8622674900001, -73.8958857809999)"
"978634","6","7","31","10","QUEENS","325513.28205128206","(40.6045759780001, -73.753539079)"
"991562","2","10","5","18","BRONX","807918.918367347","(40.8508288840001, -73.835680254)"
"817422","2","2","9","9","QUEENS","232387.38461538462","(40.7545106490001, -73.8699401389999)"
"1118082","3","11","17","4","BROOKLYN","813043.8571428572","(40.588689747, -73.964198649)"
"1118681","2","11","23","7","BRONX","98031.25","(40.815698577, -73.924932683)"
"1087591","6","4","10","5","MANHATTAN","1557982.8295454546","(40.798803805, -73.971706566)"
"715236","6","2","13","13","MANHATTAN","1449851.1363636365","(40.7868235620001, -73.9491888759999)"
"737751","3","8","18","12","QUEENS","303412.5128205128","(40.681504182, -73.792388482)"
"1108898","1","10","4","14","QUEENS","389583.8461538461","(40.7263543220001, -73.8904373509999)"
"897199","1","12","6","18","MANHATTAN","1682289.6590909092","(40.726332337, -74.000434393)"
"1117674","3","11","3","19","MANHATTAN","1621056.8181818181","(40.8381689330001, -73.9429951179999)"
"1009943","3","6","16","2","BROOKLYN","773386.612244898","(40.6561621270001, -73.9381265439999)"
"1023711","6","12","18","15","BROOKLYN","823153.0408163265","(40.6604817240001, -73.8812968569999)"
"941601","4","7","8","9","BROOKLYN","789217.3469387755","(40.690476851, -73.987892706)"
"1058170","6","1","2","15","BROOKLYN","727974.4897959183","(40.690866375, -73.9858480569999)"
"1109893","4","4","8","11","BROOKLYN","735071.4285714285","(40.5985601020001, -73.99734032)"
"1079417","6","6","19","12","QUEENS","305813.7948717949","(40.7808473320001, -73.7815639679999)"
"1005595","1","10","11","0","MANHATTAN","1600241.9318181819","(40.789260224, -73.947710001)"
"1096762","2","9","21","16","BROOKLYN","782987.7448979592","(40.674019979, -73.964945958)"
"1001037","3","2","24","15","MANHATTAN","1449851.1363636365","(40.7704587810001, -73.9857336699999)"
"988249","7","5","2","15","BRONX","80687.5","(40.8220399350001, -73.891732267)"
"1082192","1","7","5","0","QUEENS","325513.28205128206","(40.6817738660001, -73.757648852)"
"1113768","7","6","27","1","BROOKLYN","773386.612244898","(40.5755654390001, -73.981470009)"
"1093580","5","9","17","22","MANHATTAN","1554646.5909090908","(40.717562683, -73.994128595)"
"1006869","1","1","25","17","STATEN ISLAND","536666.6666666666","(40.5960641300001, -74.088290425)"
"951651","3","1","13","22","BRONX","70562.5","(40.8380716720001, -73.9181999689999)"
"1077225","1","5","24","3","BROOKLYN","757306.1224489796","(40.637435371, -73.897227409)"
"1104226","6","8","21","14","BRONX","79593.75","(40.8999808090001, -73.867637035)"
"826184","3","3","31","15","BROOKLYN","735019.1836734693","(40.6335884820001, -73.937153082)"
"737441","3","8","18","12","MANHATTAN","1506192.0454545454","(40.7196240870001, -73.996256847)"
"1028670","6","3","20","18","MANHATTAN","1449397.7272727273","(40.7640322330001, -73.978576575)"
"967203","4","1","14","10","BRONX","70562.5","(40.881755556, -73.8823555609999)"
"1092918","7","2","28","0","BROOKLYN","733877.5408163265","(40.6958705770001, -73.924010972)"
"1102888","4","12","16","9","QUEENS","332701.46153846156","(40.742607182, -73.952528221)"
"996634","1","10","18","6","MANHATTAN","1600241.9318181819","(40.7163904080001, -73.990254415)"
"963527","2","1","12","8","MANHATTAN","1369658.4090909092","(40.7200001800001, -74.0002467589999)"
"1014010","2","8","3","13","MANHATTAN","1506192.0454545454","(40.8017396170001, -73.9677249329999)"
"1104840","6","8","21","22","BRONX","79593.75","(40.8660350750001, -73.891935417)"
"975807","4","5","6","17","MANHATTAN","1471835.2159090908","(40.7582323710001, -73.977430585)"
"1026447","1","3","8","21","BROOKLYN","735019.1836734693","(40.6781747090001, -73.9622290039999)"
"1019359","3","3","10","13","MANHATTAN","1449397.7272727273","(40.7491099420001, -73.9840780489999)"
"728427","6","5","22","17","QUEENS","315149.8461538461","(40.7597886830001, -73.9000707709999)"
"1020650","7","8","8","10","BROOKLYN","776779.5918367347","(40.690866375, -73.9858480569999)"
"1099687","6","10","30","10","MANHATTAN","1600241.9318181819","(40.8159593770001, -73.957273615)"
"1063768","4","3","11","19","BROOKLYN","735019.1836734693","(40.6920554290001, -73.912530131)"
"967715","4","1","14","12","BRONX","70562.5","(40.848856427, -73.9083045949999)"
"834307","1","6","7","18","BRONX","80357.8125","(40.827136722, -73.9263289849999)"
"978730","1","3","15","20","QUEENS","271529.57692307694","(40.775840352, -73.903780006)"
"1023883","3","2","10","20","BROOKLYN","733877.5408163265","(40.698033928, -73.975287153)"
"1037998","7","12","19","8","BROOKLYN","823153.0408163265","(40.626105947, -73.941922581)"
"719096","1","2","15","5","MANHATTAN","1449851.1363636365","(40.8472431820001, -73.938136769)"
"983626","4","5","27","20","STATEN ISLAND","143133.33333333334","(40.628467619, -74.0903147179999)"
"1069141","2","4","6","13","QUEENS","284660.3846153846","(40.7589884760001, -73.898371826)"
"795330","5","1","22","1","BROOKLYN","727974.4897959183","(40.5775901900001, -73.976476464)"
"1092014","5","6","25","11","BROOKLYN","773386.612244898","(40.684633836, -73.938370549)"
"1095794","1","5","17","11","QUEENS","315149.8461538461","(40.760971893, -73.782636275)"
"1111331","7","5","9","17","BROOKLYN","757306.1224489796","(40.692247432, -73.9088264809999)"
"1055435","4","5","20","13","MANHATTAN","1471835.2159090908","(40.752288999, -73.989693336)"
"995493","2","5","4","18","MANHATTAN","1471835.2159090908","(40.7320551460001, -74.001415857)"
"1108826","2","3","23","0","BROOKLYN","735019.1836734693","(40.63066759, -74.016195605)"
"1111138","6","11","13","16","BRONX","98031.25","(40.8443204660001, -73.857877182)"
"887677","7","1","10","2","BROOKLYN","727974.4897959183","(40.6801007390001, -73.959862786)"
"1049155","1","9","6","20","BROOKLYN","782987.7448979592","(40.6392687100001, -73.9775717059999)"
"976737","4","11","25","23","BROOKLYN","813043.8571428572","(40.6591566710001, -73.916400977)"
"1019314","3","10","20","22","BROOKLYN","807918.918367347","(40.6728801450001, -73.923691086)"
"1077993","2","9","28","16","BROOKLYN","782987.7448979592","(40.7369404020001, -73.955364893)"
"1114411","7","7","25","3","BROOKLYN","789217.3469387755","(40.6343760520001, -73.883980622)"
"1085168","4","7","22","2","BRONX","103389.0625","(40.8736801840001, -73.879231267)"
"1088658","6","8","14","23","BROOKLYN","776779.5918367347","(40.6496880130001, -73.921494106)"
"1092143","7","1","31","6","BROOKLYN","727974.4897959183","(40.6328938410001, -73.9476992099999)"
"1116013","3","10","13","9","MANHATTAN","1600241.9318181819","(40.826109918, -73.95176406)"
"1095323","7","9","19","20","BRONX","80778.125","(40.8430388300001, -73.917124055)"
"904368","5","3","19","0","BROOKLYN","735019.1836734693","(40.6376247160001, -73.945249009)"
"965089","2","1","12","16","BROOKLYN","727974.4897959183","(40.6619970840001, -73.932451412)"
"995961","5","2","12","19","BROOKLYN","733877.5408163265","(40.629570969, -73.9028776659999)"
"970708","7","11","21","11","QUEENS","357619.8717948718","(40.7373019620001, -73.863611987)"
"1094844","3","9","8","1","QUEENS","366240.46153846156","(40.699324157, -73.831570888)"
"870210","5","11","26","9","QUEENS","357619.8717948718","(40.6848639130001, -73.7586796539999)"
"824027","6","5","29","10","BRONX","80687.5","(40.8341914100001, -73.8785657449999)"
"1095054","3","9","8","8","BROOKLYN","782987.7448979592","(40.694127404, -73.9372691149999)"
"755447","3","10","27","23","BROOKLYN","807918.918367347","(40.6444608420001, -73.972910699)"
"1097573","7","9","26","0","BROOKLYN","782987.7448979592","(40.6541082520001, -73.889474804)"
"1098597","7","9","26","20","MANHATTAN","1554646.5909090908","(40.7302189120001, -74.0003117429999)"
"1045400","7","10","24","13","MANHATTAN","1600241.9318181819","(40.7329574940001, -73.98743396)"
"1096869","4","9","23","12","BROOKLYN","782987.7448979592","(40.6792843970001, -73.92905931)"
"996717","7","1","17","8","BRONX","70562.5","(40.81468277, -73.916566888)"
"974789","6","3","13","15","BROOKLYN","735019.1836734693","(40.6884518470001, -73.9748616109999)"
"799561","4","2","18","4","MANHATTAN","1449851.1363636365","(40.749684691, -74.0009831359999)"
"964755","3","3","24","17","MANHATTAN","1449397.7272727273","(40.757938117, -73.9973303519999)"
"809819","6","4","17","21","MANHATTAN","1557982.8295454546","(40.7982606420001, -73.9428667619999)"
"1031974","4","9","16","20","MANHATTAN","1554646.5909090908","(40.7444424920001, -73.9761144139999)"
"750307","3","10","6","20","BRONX","807918.918367347","(40.852141187, -73.922375722)"
"947383","5","7","23","20","BRONX","103389.0625","(40.813241616, -73.909076182)"
"1067253","2","8","17","18","QUEENS","303412.5128205128","(40.679980738, -73.7762339069999)"
"1022458","4","4","22","12","QUEENS","284660.3846153846","(40.7706205960001, -73.823292709)"
"743863","7","8","22","15","BROOKLYN","776779.5918367347","(40.6749404770001, -73.89765991)"
"1107121","5","10","1","21","QUEENS","389583.8461538461","(40.72618713, -73.735233904)"
